Date_time,T_ex,T_in,Power
1389336603,8,23.71764,25.04464286
1389337069,8,23.71764,24.79910714
1389337432,8,23.5294,24.19642857
1389337869,8,23.12156,24.33035714
1389338324,8,23.15294,24.88839286
1389338798,8,23.15294,23.77232143
1389339254,8,23.15294,23.72767857
1389339709,8,23.15294,23.32589286
1389340184,8,23.15294,22.87946429
1389340639,8,23.15294,23.75
1389341973,8,23.15292,22.90178571
1389342337,8,23.15292,22.87946429
1389342700,8,23.15292,22.83482143
1389343099,9,23.15292,21.98660714
1389343574,9,23.15292,21.85267857
1389344030,9,23.21568,21.83035714
1389344483,9,23.21568,21.69642857
1389344959,9,23.21568,22.47767857
1389345414,9,23.34118,20.64732143
1389345870,9,23.37256,21.5625
1389346336,9,23.37256,21.04910714
1389351240,10,23.56078,22.23214286
1389351603,10,23.56078,22.03125
1389351966,10,23.59214,21.76339286
1389352366,10,23.62352,21.65178571
1389352841,10,23.78038,22.00892857
1389353297,10,23.8745,21.74107143
1389353752,10,23.8745,21.69642857
1389354227,10,23.90588,21.27232143
1389354682,10,23.90588,21.13839286
1389355137,10,23.90588,21.09375
1389355603,10,23.96862,21.13839286
1389355965,10,24,20.53571429
1389356403,10,24,20.46875
1389356858,11,24,21.02678571
1389357332,11,24,20.9375
1389357787,11,24.03138,20.53571429
1389358243,11,24.03138,20
1389358717,11,24.03138,19.93303571
1389359172,11,24.03138,19.77678571
1389360508,11,24.12548,19.53125
1389360871,11,24.12548,18.97321429
1389361235,11,24.18822,18.77232143
1389361634,11,24.18822,18.34821429
1389362109,11,24.18822,18.88392857
1389362563,11,24.18822,18.21428571
1389363019,11,24.18824,18.25892857
1389363494,11,24.18824,17.96875
1389363950,11,24.18824,18.30357143
1389364405,11,24.18824,18.63839286
1389364871,11,24.18824,18.4375
1389365232,11,24.18824,18.37053571
1389365671,11,24.18824,18.21428571
1389366126,11,24.18824,18.01339286
1389366600,11,24.18824,18.32589286
1389367056,11,24.18824,18.14732143
1389367529,11,24.18824,18.37053571
1389367984,11,24.18824,18.50446429
1389368441,11,24.18824,18.54910714
1389369776,11,24.18824,18.41517857
1389370140,11,24.18824,18.52678571
1389370503,11,24.18824,18.34821429
1389370903,11,24.18824,18.34821429
1389371376,11,24.18824,18.01339286
1389371832,11,24.18824,18.34821429
1389372287,11,24.15686,18.39285714
1389372761,11,24.15686,18.66071429
1389373217,11,24.12548,18.52678571
1389373673,11,24.12548,18.4375
1389374138,11,24.12548,17.87946429
1389374502,11,24.12548,18.125
1389374939,11,24.12548,18.34821429
1389375394,11,24.12548,18.59375
1389375868,11,24.12548,18.92857143
1389376323,11,24.12548,18.81696429
1389376780,11,24.12548,18.81696429
1389377253,11,24.12548,18.45982143
1389377709,11,24.12548,19.15178571
1389379044,11,24.12548,18.83928571
1389379407,11,24.12548,18.68303571
1389379771,11,24.12548,18.39285714
1389380170,11,24.12548,19.41964286
1389380645,11,24.12548,19.39732143
1389381100,11,24.12548,18.66071429
1389381555,11,24.12548,18.72767857
1389382031,11,24.12548,18.50446429
1389382486,11,24.12548,18.37053571
1389382940,11,24.12548,18.125
1389383407,11,24.12548,18.03571429
1389383769,11,24.12548,18.75
1389384207,11,24.12548,18.97321429
1389384663,11,24.12548,18.50446429
1389385137,11,24.12548,18.14732143
1389385592,11,24.12548,18.25892857
1389386047,11,24.12548,18.79464286
1389386520,11,24.12548,18.79464286
1389386977,11,24.12548,19.19642857
1389388312,11,24.12548,0
1389388677,11,24.12548,0
1389389040,11,24.12548,0
1389389438,11,24.12548,0
1389389913,11,24.12548,0
1389390370,11,24.12548,0
1389390825,11,24.12548,0
1389391299,11,24.12548,0
1389391755,11,24.12548,0
1389392229,11,24.12548,0
1389392676,11,24.12548,0
1389393038,11,24.12548,0
1389393476,11,24.12548,0
1389393949,11,24.12548,0
1389394406,11,24.12548,5.245535714
1389394862,11,24.12548,5.758928571
1389395335,11,24.12548,5.892857143
1389395791,11,24.12548,5.758928571
1389396247,11,24.12548,6.272321429
1389397582,11,23.96862,4.21875
1389397945,11,23.96862,6.5625
1389398308,11,23.96862,6.272321429
1389398708,11,23.96862,5.892857143
1389399183,11,23.96862,5
1389399638,11,23.96862,6.629464286
1389400093,11,23.96862,6.607142857
1389400569,11,23.96862,6.160714286
1389401023,11,23.96862,5.3125
1389401478,11,23.96862,6.629464286
1389401946,11,23.96862,6.495535714
1389402307,11,23.96862,6.205357143
1389402744,11,23.96862,5.625
1389403201,11,23.96862,4.419642857
1389403674,11,23.96862,6.473214286
1389404130,11,23.96862,6.473214286
1389404586,11,23.96862,6.227678571
1389405060,11,23.96862,5.46875
1389405514,10,23.96862,6.361607143
1389406851,10,23.81176,5.892857143
1389407215,10,23.81176,6.473214286
1389407577,10,23.81176,6.473214286
1389407976,10,23.81176,6.473214286
1389408451,10,23.81176,6.361607143
1389408907,10,23.81176,6.495535714
1389409362,10,23.81176,6.495535714
1389409837,10,23.81176,6.361607143
1389410292,10,23.81176,6.361607143
1389410746,10,23.81176,6.205357143
1389411214,10,23.81176,6.495535714
1389411575,10,23.81176,6.629464286
1389412012,10,23.81176,6.919642857
1389412468,10,23.81176,6.919642857
1389412943,10,23.81176,7.232142857
1389413399,10,23.81176,36.11607143
1389413852,10,23.81176,35.44642857
1389414326,10,23.81176,34.33035714
1389414782,10,23.81176,32.99107143
1389416117,10,23.81176,31.27232143
1389416481,10,23.81176,30.26785714
1389416844,10,23.81176,30.17857143
1389417244,10,23.81176,30.91517857
1389417718,10,23.81176,30.20089286
1389418174,10,23.81176,29.66517857
1389418628,10,23.81176,28.77232143
1389419103,10,23.81176,19.93303571
1389419559,10,23.81176,18.92857143
1389420013,10,23.81176,17.45535714
1389420481,10,23.81176,16.42857143
1389420842,10,23.81176,16.25
1389421279,10,23.81176,15.89285714
1389421736,10,23.81176,16.36160714
1389422209,10,23.81176,16.09375
1389422665,10,23.81176,18.32589286
1389423119,10,23.81176,19.0625
1389423593,10,23.81176,19.55357143
1389424050,10,23.81176,19.59821429
1389425384,10,23.81176,19.24107143
1389425748,10,23.81176,19.6875
1389426111,10,23.81176,19.10714286
1389426510,10,23.81176,19.17410714
1389426985,10,23.81176,19.48660714
1389427440,10,23.81176,18.90625
1389427896,10,23.81176,18.59375
1389428371,10,23.81176,19.12946429
1389428824,10,23.81176,19.12946429
1389429280,10,23.81176,18.95089286
1389429746,10,23.81176,18.37053571
1389430109,10,23.81176,19.21875
1389430546,10,23.81176,19.04017857
1389431002,10,23.81176,18.81696429
1389431476,10,23.81176,21.09375
1389431931,10,23.81176,20.73660714
1389432387,10,23.81176,20.80357143
1389432860,10,23.81176,20.78125
1389433316,10,23.81176,21.11607143
1389434653,10,23.81176,20.20089286
1389435015,10,23.81176,21.07142857
1389435378,11,23.81176,21.47321429
1389435777,10,23.81176,21.38392857
1389436252,10,23.81176,21.89732143
1389436708,11,23.81176,21.40625
1389437163,11,23.81176,20.46875
1389437637,11,23.81176,21.11607143
1389438093,11,23.81176,20.02232143
1389438549,11,23.81176,20.06696429
1389439014,11,23.81176,19.66517857
1389439378,11,23.81176,19.59821429
1389439814,11,23.81176,19.73214286
1389440269,11,23.81176,19.53125
1389440743,11,23.81176,19.46428571
1389441199,11,23.81176,19.33035714
1389441655,11,23.81176,18.90625
1389442129,11,23.81176,18.66071429
1389442584,11,23.81176,18.52678571
1389443919,11,23.81176,18.16964286
1389444283,11,23.81176,17.61160714
1389444646,11,23.81176,17.61160714
1389445044,11,23.81176,17.14285714
1389445519,11,23.81176,17.1875
1389445975,11,23.81176,16.875
1389446430,11,23.81176,17.45535714
1389446905,11,23.81176,17.58928571
1389447360,11,23.81176,18.88392857
1389447815,11,23.81176,18.30357143
1389448281,11,23.81176,17.92410714
1389448644,11,23.81176,18.45982143
1389449081,11,23.81176,18.28125
1389449536,11,23.81176,18.30357143
1389450011,11,23.81176,18.16964286
1389450466,11,23.81176,18.50446429
1389450922,11,23.81176,18.14732143
1389451394,11,23.81176,18.28125
1389451851,11,23.81176,18.08035714
1389453186,11,23.81176,17.72321429
1389453550,11,23.81176,17.92410714
1389453913,11,23.81176,18.23660714
1389454312,11,23.81176,18.01339286
1389454787,11,23.81176,18.03571429
1389455242,11,23.81176,18.125
1389455716,11,23.81176,19.84375
1389456172,11,23.81176,18.125
1389456627,11,23.81176,18.19196429
1389457101,11,23.81176,17.67857143
1389457548,11,23.81176,17.92410714
1389457911,11,23.81176,17.67857143
1389458348,11,23.81176,17.70089286
1389458822,11,23.81176,18.01339286
1389459278,11,23.81176,18.32589286
1389459733,11,23.81176,18.54910714
1389460207,11,23.81176,18.41517857
1389460662,11,23.81176,18.97321429
1389461117,11,23.81176,18.79464286
1389462454,11,23.81176,18.21428571
1389462818,11,24.06274,18.05803571
1389463180,11,24.06274,18.70535714
1389463579,11,24.06274,18.61607143
1389464053,11,24.06274,18.70535714
1389464510,11,24.06274,18.41517857
1389464965,11,24.06274,18.28125
1389465440,11,24.06274,18.66071429
1389465895,11,24.06274,18.4375
1389466350,11,24.06274,18.41517857
1389466816,11,24.06274,18.77232143
1389467179,11,24.06274,18.75
1389467615,11,24.06274,18.66071429
1389468072,11,24.06274,18.92857143
1389468546,11,24.06274,18.77232143
1389469001,11,24.06274,18.88392857
1389469457,11,24.06274,18.68303571
1389469930,11,24.06274,18.66071429
1389470386,11,24.06274,18.75
1389471721,10,24.06274,17.20982143
1389472085,10,24.06274,17.96875
1389472448,10,24.06274,19.46428571
1389472846,10,24.06274,19.53125
1389473322,10,24.06274,20.26785714
1389473778,10,24.06274,19.95535714
1389474232,10,24.06274,19.375
1389474707,10,24.06274,0
1389475162,10,24.06274,0
1389475616,10,24.06274,0
1389476084,10,24.06274,0
1389476447,10,24.06274,0
1389476884,10,24.06274,0
1389477339,10,24.06274,0
1389477813,10,24.06274,0
1389478269,10,24.06274,0
1389478724,10,24.06274,0
1389479198,10,24.06274,0
1389479653,10,24.06274,0
1389480989,10,24.06274,5.15625
1389481353,10,24.06274,6.138392857
1389481716,10,24.06274,6.138392857
1389482116,10,24.06274,6.138392857
1389482589,10,24.06274,6.294642857
1389483045,10,24.06274,5.691964286
1389483500,10,24.06274,4.464285714
1389483975,10,23.8745,6.830357143
1389484431,10,23.8745,6.696428571
1389484884,10,23.8745,6.607142857
1389485352,10,23.8745,5.848214286
1389485714,10,23.8745,6.897321429
1389486150,10,23.84314,6.852678571
1389486607,10,23.84314,6.852678571
1389487081,10,23.84314,6.428571429
1389487537,10,23.84314,6.875
1389487992,10,23.84314,6.875
1389488465,10,23.81176,6.852678571
1389488921,9,23.81176,6.71875
1389490258,9,23.81176,7.589285714
1389490621,9,23.81176,7.455357143
1389490984,9,23.81176,7.165178571
1389491382,9,23.81176,7.433035714
1389491858,9,23.78038,7.433035714
1389492313,9,23.78038,7.276785714
1389492787,9,23.78038,7.433035714
1389493243,9,23.78038,7.410714286
1389493698,9,23.78038,7.857142857
1389494171,9,23.74902,7.857142857
1389494619,9,23.74902,7.723214286
1389494983,9,23.74902,7.857142857
1389495420,9,23.74902,7.991071429
1389495893,9,23.74902,7.700892857
1389496350,9,23.74902,7.8125
1389496804,9,23.74902,8.102678571
1389497279,9,23.71764,7.946428571
1389497734,9,23.71764,7.946428571
1389498191,9,23.71764,7.633928571
1389499525,9,23.71764,8.794642857
1389499889,9,23.71764,35.55803571
1389500253,9,23.71764,34.39732143
1389500651,9,23.68628,34.17410714
1389501126,9,23.68628,32.79017857
1389501583,9,23.68628,32.52232143
1389502037,9,23.68628,31.54017857
1389502511,9,23.68628,31.20535714
1389502967,8,23.74902,30.73660714
1389503423,8,23.74902,30.53571429
1389503889,8,23.74902,30.51339286
1389504251,8,23.78038,30.15625
1389504689,8,23.78038,30.26785714
1389505144,8,23.81176,29.39732143
1389505619,8,23.81176,29.44196429
1389506075,8,23.81176,28.45982143
1389506529,8,23.81176,28.48214286
1389507003,8,23.81176,24.19642857
1389507460,8,23.84314,22.63392857
1389508796,8,23.8745,21.09375
1389509157,8,23.8745,20.24553571
1389509522,8,23.8745,19.73214286
1389509921,8,23.8745,20.3125
1389510395,8,23.8745,19.95535714
1389510850,8,23.8745,19.93303571
1389511305,8,23.8745,20.80357143
1389511781,8,23.8745,22.00892857
1389512237,8,23.8745,21.62946429
1389512690,8,23.8745,22.94642857
1389513157,8,23.8745,22.05357143
1389513519,8,23.8745,21.45089286
1389513957,8,23.8745,21.71875
1389514413,8,23.8745,22.1875
1389514886,8,23.8745,21.83035714
1389515341,8,23.8745,21.20535714
1389515797,8,23.8745,20.84821429
1389516272,9,23.8745,20.89285714
1389516726,9,23.8745,20.11160714
1389518062,10,23.8745,19.59821429
1389518425,10,23.8745,19.97767857
1389518788,10,23.8745,19.35267857
1389519189,10,23.8745,18.66071429
1389519662,10,23.8745,18.68303571
1389520117,10,23.8745,18.68303571
1389520572,11,23.8745,18.10267857
1389521047,11,23.8745,18.61607143
1389521503,11,23.8745,18.125
1389521957,11,23.8745,19.48660714
1389522425,11,23.8745,19.39732143
1389522787,11,23.8745,19.57589286
1389523224,11,23.8745,19.01785714
1389523679,11,23.8745,18.61607143
1389524154,11,23.8745,18.21428571
1389524609,11,23.8745,17.83482143
1389525064,11,23.8745,17.54464286
1389525538,11,23.8745,18.34821429
1389525993,11,23.8745,17.99107143
1389527328,12,23.93726,17.67857143
1389527692,12,23.93726,17.63392857
1389528055,12,23.93726,17.43303571
1389528453,12,23.93726,17.70089286
1389528929,12,23.93726,17.43303571
1389529384,12,23.93726,16.54017857
1389529839,12,23.93726,16.94196429
1389530314,12,23.93726,17.20982143
1389530770,12,23.93726,16.98660714
1389531225,12,23.93726,17.29910714
1389531690,12,23.93726,16.96428571
1389532053,12,23.93726,16.25
1389532491,12,23.93726,15.95982143
1389532945,12,23.93726,16.20535714
1389533420,12,23.93726,16.94196429
1389533875,12,23.93726,16.76339286
1389534331,12,23.93726,16.71875
1389534805,12,23.93726,16.40625
1389535261,12,23.93726,16.27232143
1389536597,12,23.93726,17.38839286
1389536960,12,23.93726,17.38839286
1389537322,12,23.93726,16.91964286
1389537723,12,23.93726,17.16517857
1389538197,12,23.93726,17.03125
1389538652,12,23.93726,17.16517857
1389539106,12,23.93726,17.07589286
1389539582,12,23.93726,16.5625
1389540038,12,23.93726,16.5625
1389540492,12,23.93726,16.74107143
1389540959,12,23.93726,16.98660714
1389541321,12,23.93726,16.60714286
1389541758,12,23.93726,17.56696429
1389542214,12,23.93726,17.1875
1389542689,12,23.93726,17.8125
1389543599,12,23.93726,18.32589286
1389544072,12,23.93726,18.19196429
1389544528,12,23.93726,18.19196429
1389545866,11,23.93726,17.65625
1389546228,11,23.93726,17.74553571
1389546590,11,23.93726,17.96875
1389546989,11,23.93726,18.63839286
1389547464,11,23.93726,18.39285714
1389548376,11,23.93726,17.99107143
1389548849,11,23.93726,17.92410714
1389549305,11,23.93726,17.94642857
1389549760,11,23.93726,18.39285714
1389550226,11,23.93726,18.52678571
1389550589,11,23.93726,18.77232143
1389551026,11,23.93726,18.57142857
1389551481,11,23.93726,18.97321429
1389551955,11,23.93726,18.97321429
1389552411,11,23.93726,18.90625
1389552867,11,23.93726,18.66071429
1389553341,11,23.93726,18.4375
1389553796,11,23.93726,18.57142857
1389555131,10,23.93726,18.50446429
1389555495,10,23.93726,18.16964286
1389555858,10,23.93726,18.125
1389556257,10,23.93726,18.81696429
1389556732,10,23.93726,18.92857143
1389557188,10,23.93726,19.26339286
1389557644,10,23.93726,19.57589286
1389558118,10,23.93726,18.03571429
1389558573,10,23.93726,18.90625
1389559046,10,23.93726,20.24553571
1389559494,10,23.93726,20.64732143
1389559857,10,23.93726,20.625
1389560294,10,23.93726,20.40178571
1389560768,10,23.93726,18.72767857
1389561223,10,23.93726,0
1389561679,10,23.93726,0
1389562153,10,23.93726,0
1389562608,10,23.93726,0
1389563062,10,23.93726,0
1389564401,9,23.93726,0
1389564764,9,23.93726,0
1389565126,9,23.93726,0
1389565525,9,23.93726,0
1389566000,9,23.93726,0
1389566456,9,23.93726,5.223214286
1389566910,9,23.93726,5.223214286
1389567386,9,23.93726,6.25
1389567841,9,23.93726,5.982142857
1389568297,9,23.93726,6.339285714
1389568762,9,23.93726,7.098214286
1389569125,9,23.93726,7.098214286
1389569562,9,23.93726,7.566964286
1389570018,9,23.93726,7.276785714
1389570492,9,23.93726,8.013392857
1389570948,9,23.93726,8.459821429
1389571403,9,23.93726,8.616071429
1389571876,8,23.93726,8.459821429
1389572333,8,23.93726,8.258928571
1389573668,9,23.93726,7.790178571
1389574032,9,23.93726,7.611607143
1389574395,9,23.93726,7.321428571
1389574794,9,23.93726,7.165178571
1389575269,9,23.93726,7.008928571
1389575724,9,23.93726,7.433035714
1389576179,9,23.93726,7.455357143
1389576654,9,23.93726,7.901785714
1389577109,9,23.93726,7.924107143
1389577563,9,23.93726,7.767857143
1389578031,9,23.93726,7.455357143
1389578393,9,23.93726,7.299107143
1389578831,9,23.93726,7.901785714
1389579286,9,23.93726,7.299107143
1389579760,9,23.93726,7.589285714
1389580216,8,23.93726,8.035714286
1389580671,8,23.93726,8.638392857
1389581145,8,23.93726,9.397321429
1389581599,8,23.93726,9.53125
1389582936,8,23.93726,36.71875
1389583300,8,23.93726,34.88839286
1389583663,8,23.93726,33.83928571
1389584061,8,23.93726,33.10267857
1389584537,8,23.93726,31.96428571
1389584993,8,23.93726,31.51785714
1389585447,8,23.93726,30.42410714
1389585922,8,23.93726,29.75446429
1389586378,8,23.93726,29.35267857
1389586832,8,23.93726,28.68303571
1389587299,8,23.93726,28.4375
1389587662,8,23.93726,27.87946429
1389588099,8,23.93726,27.43303571
1389588554,8,23.93726,27.63392857
1389589028,8,23.93726,27.83482143
1389589484,8,23.93726,28.21428571
1389589939,8,23.93726,28.125
1389590867,8,23.93726,26.36160714
1389592205,8,23.93726,23.14732143
1389592569,8,23.93726,22.83482143
1389592932,8,23.8745,22.54464286
1389593331,8,23.8745,21.74107143
1389593806,8,23.8745,21.36160714
1389594262,8,23.8745,20.42410714
1389594716,8,23.8745,20.08928571
1389595191,8,23.8745,19.44196429
1389595647,8,23.8745,18.83928571
1389596102,7,23.8745,21.78571429
1389596568,8,23.8745,22.63392857
1389596931,8,23.8745,22.03125
1389597368,8,23.8745,22.23214286
1389597824,8,23.8745,22.74553571
1389598298,7,23.8745,22.03125
1389598754,7,23.8745,23.14732143
1389599209,7,23.8745,23.48214286
1389599684,7,23.8745,23.08035714
1389600136,7,23.68626,24.10714286
1389601475,8,22.99608,24.26339286
1389601839,8,23.05882,23.05803571
1389602202,8,23.15294,22.70089286
1389602600,8,23.18432,21.875
1389603076,8,23.18432,23.30357143
1389603531,8,23.21568,23.45982143
1389603985,8,23.21568,23.68303571
1389604460,7,23.24704,23.28125
1389604917,8,23.24704,23.66071429
1389605373,8,23.24704,23.68303571
1389605838,8,23.21566,23.32589286
1389606201,8,23.24704,23.34821429
1389606638,8,23.3098,23.19196429
1389607094,8,23.34118,23.25892857
1389607568,8,23.40394,23.32589286
1389608024,8,23.40394,24.46428571
1389608479,8,23.40394,24.95535714
1389608953,8,23.4667,24.21875
1389609408,8,23.49806,23.01339286
1389610743,8,23.62352,22.92410714
1389611109,8,23.68626,22.12053571
1389611472,8,23.68626,22.03125
1389611869,8,23.68626,22.47767857
1389612346,8,23.71764,22.5
1389612800,8,23.71764,22.61160714
1389613256,8,23.71764,22.36607143
1389613731,8,23.71764,21.91964286
1389614186,8,23.74902,22.20982143
1389614641,8,23.81178,21.5625
1389615108,8,23.7804,21.47321429
1389615470,8,23.74902,21.74107143
1389615907,8,23.74902,21.45089286
1389616363,8,23.74902,20.91517857
1389616837,8,23.74902,20.46875
1389617293,8,23.74902,20.44642857
1389617748,8,23.74902,21.02678571
1389618220,8,23.74902,20.89285714
1389618678,8,23.81178,21.22767857
1389620014,8,23.7804,21.22767857
1389620376,8,23.7804,21.27232143
1389620739,8,23.7804,22.38839286
1389621138,8,23.74902,22.09821429
1389621611,8,23.74902,21.875
1389622069,8,23.71764,21.80803571
1389622523,8,23.71764,22.07589286
1389622998,8,23.71764,22.1875
1389623452,8,23.71764,21.54017857
1389623909,8,23.71764,22.03125
1389624375,8,23.71764,22.27678571
1389624737,8,23.71764,21.54017857
1389625175,8,23.71764,21.36160714
1389625630,8,23.71764,21.22767857
1389626105,8,23.71764,22.03125
1389626560,8,23.71764,22.05357143
1389627015,8,23.71764,22.07589286
1389627489,8,23.71764,21.83035714
1389627945,8,23.71764,21.58482143
1389629280,8,23.71764,22.05357143
1389629644,8,23.71764,21.67410714
1389630007,8,23.71764,21.33928571
1389630405,8,23.71764,21.22767857
1389630880,8,23.71764,22.20982143
1389631335,8,23.71764,22.23214286
1389631792,8,23.71764,22.05357143
1389632266,8,23.71764,23.01339286
1389632721,8,23.71764,22.92410714
1389633175,8,23.71764,22.72321429
1389633642,8,23.71764,22.41071429
1389634006,8,23.71764,22.34375
1389634442,8,23.71764,22.27678571
1389634897,8,23.71764,22.09821429
1389635371,8,23.71764,22.29910714
1389635828,8,23.71764,22.32142857
1389636283,8,23.71764,21.98660714
1389636757,8,23.71764,21.5625
1389637212,8,23.71764,21.80803571
1389638547,8,23.71764,21.27232143
1389638910,7,23.71764,22.41071429
1389639273,7,23.71764,22.54464286
1389639673,7,23.71764,22.74553571
1389640148,7,23.71764,22.70089286
1389640604,7,23.71764,22.79017857
1389641057,7,23.71764,22.63392857
1389641533,8,23.71764,21.89732143
1389641988,7,23.71764,21.62946429
1389642445,7,23.71764,21.51785714
1389642909,7,23.71764,21.85267857
1389643273,7,23.71764,22.12053571
1389643709,7,23.71764,21.78571429
1389644164,7,23.71764,22.20982143
1389644638,7,23.71764,21.94196429
1389645094,8,23.71764,22.16517857
1389645549,8,23.71764,23.21428571
1389646024,8,23.71764,22.72321429
1389646480,7,23.71764,22.34375
1389647814,7,23.71764,0
1389648178,7,23.71764,0
1389648541,7,23.71764,0
1389648939,7,23.71764,0
1389649414,7,23.71764,0
1389649870,7,23.71764,0
1389650343,7,23.71764,0
1389650799,7,23.71764,0
1389651255,7,23.71764,4.6875
1389651728,7,23.71764,5.089285714
1389652176,7,23.71764,6.71875
1389652539,7,23.71764,8.147321429
1389652977,7,23.6549,8.147321429
1389653450,7,23.6549,8.504464286
1389653905,7,23.6549,8.950892857
1389654361,7,23.6549,9.241071429
1389654836,7,23.6549,9.241071429
1389655292,7,23.6549,9.241071429
1389655745,7,23.6549,9.21875
1389657082,7,23.6549,9.0625
1389657444,7,23.6549,9.330357143
1389657808,7,23.6549,9.196428571
1389658207,7,23.6549,8.90625
1389658682,7,23.6549,9.330357143
1389659138,7,23.6549,9.174107143
1389659592,7,23.6549,9.441964286
1389660067,7,23.6549,9.441964286
1389660523,7,23.6549,9.285714286
1389660977,7,23.6549,10.44642857
1389661444,7,23.6549,9.977678571
1389661807,7,23.6549,10.26785714
1389662244,7,23.6549,10.11160714
1389662699,7,23.6549,10.08928571
1389663173,7,23.6549,9.933035714
1389663630,7,23.6549,10.35714286
1389664086,7,23.6549,10.46875
1389664557,7,23.6549,10.3125
1389665014,7,23.6549,10.3125
1389666350,7,23.6549,10.84821429
1389666713,7,23.6549,10.69196429
1389667077,7,23.6549,10.84821429
1389667476,7,23.6549,10.82589286
1389667950,7,23.6549,10.35714286
1389668406,7,23.6549,10.35714286
1389668861,7,23.6549,10.33482143
1389669336,6,23.6549,10.60267857
1389669792,6,23.6549,10.89285714
1389670245,6,23.6549,10.625
1389670712,6,23.6549,11.18303571
1389671076,6,23.6549,12.43303571
1389671512,6,23.6549,11.31696429
1389671967,6,23.6549,11.00446429
1389672441,6,23.6549,38.48214286
1389672897,6,23.6549,34.55357143
1389673352,6,23.6549,33.23660714
1389673827,6,23.6549,32.52232143
1389674281,6,23.6549,31.33928571
1389675619,6,23.6549,30
1389675981,6,23.6549,29.375
1389676744,6,23.43528,28.95089286
1389677219,6,23.43528,29.30803571
1389677673,6,23.46666,28.83928571
1389678129,6,23.46666,28.77232143
1389678604,6,23.46666,28.52678571
1389679059,6,23.46666,28.39285714
1389679515,6,23.46666,27.85714286
1389679981,6,23.5294,27.00892857
1389680343,6,23.5294,26.875
1389680780,7,23.5294,27.00892857
1389681236,7,23.5294,24.70982143
1389681710,7,23.5294,25.625
1389682166,7,23.5294,26.11607143
1389682621,7,23.5294,26.69642857
1389683094,7,23.5294,26.80803571
1389683550,7,23.56078,26.91964286
1389684886,6,23.56078,26.62946429
1389685250,6,23.56078,27.79017857
1389685612,6,23.56078,27.34375
1389686011,6,23.56078,27.72321429
1389686487,6,23.56078,27.38839286
1389686941,6,23.59214,27.32142857
1389687397,6,23.59214,27.25446429
1389687872,6,23.59214,27.00892857
1389688327,6,23.5294,25.49107143
1389688783,6,23.5294,25.06696429
1389689248,6,23.30978,25.26785714
1389689611,7,23.30978,26.09375
1389690048,7,23.30978,25.9375
1389690503,7,23.34118,26.27232143
1389690978,7,23.34118,26.22767857
1389691433,7,23.40394,26.51785714
1389691888,7,23.40394,26.67410714
1389692363,7,23.40394,26.71875
1389692819,7,23.46668,27.00892857
1389694155,7,23.52942,26.09375
1389694517,7,23.52942,27.47767857
1389694881,7,23.59214,27.38839286
1389695281,7,23.59214,27.03125
1389695755,7,23.6549,26.65178571
1389696209,7,23.6549,27.20982143
1389696665,7,23.68626,26.45089286
1389697140,7,23.68626,26.04910714
1389697595,7,23.68626,25.49107143
1389698050,7,23.74902,25.91517857
1389698516,7,23.74902,25.58035714
1389698880,7,23.74902,25.89285714
1389699317,7,23.81178,25.26785714
1389699772,7,23.81178,23.23660714
1389700247,7,23.87452,24.73214286
1389700702,7,23.87452,26.07142857
1389701158,7,23.90588,26.36160714
1389701631,7,23.96862,25.49107143
1389702088,7,23.96862,26.02678571
1389703425,7,24,25.46875
1389703786,7,24.03136,25.11160714
1389704150,7,24.03136,26.09375
1389704549,7,24.03136,25.71428571
1389705025,7,24.06272,25.89285714
1389705479,7,24.0941,25.73660714
1389705935,7,24.0941,25.33482143
1389706410,7,24.0941,25.3125
1389706865,7,24.15686,25.78125
1389707319,7,24.15686,25.73660714
1389707787,7,24.15686,25.71428571
1389708149,7,24.15686,25.95982143
1389708586,7,24.15686,25.625
1389709042,7,24.15686,25.84821429
1389709516,7,24.15686,26.07142857
1389709971,7,24.15686,26.16071429
1389710427,8,24.15686,26.76339286
1389710901,8,24.15686,27.12053571
1389711357,8,24.15686,26.91964286
1389712692,8,24.15686,25.46875
1389713054,8,24.15686,25.51339286
1389713418,8,24.15686,25.3125
1389713816,8,24.15686,25.89285714
1389716583,8,24.15686,25.06696429
1389717050,8,24.15686,25.06696429
1389717411,8,24.15686,24.93303571
1389717849,8,24.15686,24.75446429
1389718324,7,24.18824,25.13392857
1389718778,7,24.18824,24.57589286
1389719234,7,24.18824,24.88839286
1389719709,7,24.18824,24.82142857
1389720162,7,24.18824,24.91071429
1389720619,7,24.18824,24.84375
1389721957,7,24.18824,24.93303571
1389722322,7,24.18824,24.77678571
1389722684,7,24.18824,24.50892857
1389723085,7,24.18824,24.50892857
1389723558,7,24.18824,23.88392857
1389724013,7,24.18824,24.28571429
1389724468,7,24.18824,23.86160714
1389724944,7,24.18824,24.21875
1389725399,7,24.18824,24.08482143
1389725854,7,24.18824,23.86160714
1389726321,7,24.18824,24.48660714
1389726682,7,24.18824,24.41964286
1389727120,7,24.18824,24.33035714
1389727575,7,24.18824,24.24107143
1389728050,7,24.18824,24.375
1389728504,7,24.18824,24.46428571
1389728961,7,24.18824,24.44196429
1389729434,7,24.18824,24.15178571
1389729888,7,24.18824,24.24107143
1389731224,7,24.18824,24.0625
1389731588,7,24.18824,23.95089286
1389731952,7,24.18824,23.125
1389732351,7,24.18824,22.34375
1389732826,7,24.18824,22.67857143
